CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.820273 AN 0.769231 0.907873 0.997690 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.820273 0.000802 0.069016 0.019612 0.000470 0.076057 0.013300 0.000470
AN 0.779281 AN 0.769231 0.999848 0.999924 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.779281 0.000522 0.021019 0.088238 0.000498 0.097936 0.012291 0.000216
AN 0.703517 AN 0.000000 0.997969 0.002031 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.703517 0.007219 0.073980 0.064372 0.000878 0.144971 0.004829 0.000233
AN 0.718208 AN 0.692308 0.995301 0.996573 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.718208 0.000430 0.191097 0.010449 0.000412 0.071741 0.007360 0.000304
AN 0.720880 AN 0.692308 0.998454 0.999127 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.720880 0.000302 0.200320 0.004673 0.000390 0.020986 0.052137 0.000313
AN 0.587039 AN 0.000000 0.715399 0.284601 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.587039 0.000458 0.316642 0.008144 0.000547 0.063653 0.023217 0.000300
AN 0.541968 DS 0.538462 0.577541 0.986303 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.434687 0.000498 0.541968 0.011127 0.000730 0.004714 0.005765 0.000511
AN 0.503942 AN 0.000000 0.990379 0.009621 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.503942 0.002892 0.233928 0.178792 0.006359 0.038724 0.033078 0.002286
AN 0.452596 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.452596 0.003083 0.280384 0.153547 0.006028 0.084474 0.017987 0.001902
AN 0.454226 AN 0.000000 0.997105 0.002895 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.454226 0.004002 0.285004 0.036812 0.011906 0.170231 0.028150 0.009669
AN 0.424078 DS 0.000000 0.999054 0.000946 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.255041 0.004848 0.424078 0.051887 0.006273 0.145842 0.043063 0.068968
AN 0.384418 SA 0.000000 0.996876 0.003124 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.190176 0.056564 0.244810 0.051480 0.015484 0.384418 0.029918 0.027151
AN 0.346644 AN 0.000000 0.979281 0.020719 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.331101 0.008791 0.346644 0.032640 0.001634 0.260895 0.015720 0.002575
AN 0.448481 DS 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.173130 0.011797 0.448481 0.033287 0.004792 0.312404 0.015186 0.000922
AN 0.493446 DS 0.000000 0.997310 0.002690 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.176091 0.010790 0.493446 0.040353 0.004053 0.252702 0.019600 0.002965
AN 0.685382 AN 0.692308 0.991308 0.999711 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.685382 0.000595 0.207881 0.006551 0.000705 0.078548 0.020157 0.000180
AN 0.524499 AN 0.000000 0.999867 0.000133 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.524499 0.000793 0.329509 0.006628 0.000383 0.114327 0.023685 0.000177
AN 0.393944 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.103261 0.096697 0.393944 0.023060 0.012252 0.301844 0.068254 0.000689
AN 0.455618 DS 0.461538 0.677898 0.934784 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.088146 0.019219 0.455618 0.014156 0.004002 0.374951 0.043378 0.000530
AN 0.422113 DS 0.461538 0.725852 0.999998 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.071970 0.016598 0.418478 0.021397 0.007200 0.422113 0.041544 0.000700
AN 0.317509 AN 0.000000 0.998799 0.001201 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.197761 0.002453 0.104128 0.003386 0.262398 0.317509 0.103095 0.009269
AN 0.600783 AN 0.000000 0.396469 0.603531 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.600783 0.003970 0.252232 0.002916 0.020671 0.069888 0.047762 0.001778
AN 0.436936 AN 0.000000 0.979705 0.020295 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.436936 0.008546 0.405515 0.005947 0.019585 0.107220 0.013599 0.002652
AN 0.665991 AN 0.692308 0.959400 0.991807 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.665991 0.003422 0.116155 0.001292 0.031901 0.078819 0.101319 0.001101
AN 0.444603 DS 0.384615 0.958013 0.958033 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.137981 0.002398 0.444603 0.081668 0.116682 0.165652 0.040849 0.010167
AN 0.481336 DS 0.461538 0.981513 0.999498 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.090524 0.004598 0.481336 0.025080 0.025349 0.295180 0.065320 0.012612
AN 0.400295 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.101880 0.004421 0.118239 0.016158 0.129010 0.400295 0.196337 0.033660
AN 0.467639 AN 0.000000 0.888181 0.111819 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.467639 0.008327 0.156767 0.003803 0.115653 0.218501 0.027747 0.001562
AN 0.494465 AN 0.538462 0.903404 0.981666 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.494465 0.008727 0.183646 0.016508 0.172886 0.088805 0.031213 0.003750
AN 0.390971 AN 0.000000 0.994820 0.005180 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.390971 0.004922 0.129187 0.002491 0.195029 0.097890 0.174635 0.004874
AN 0.700724 DS 0.692308 0.938430 0.939023 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.041822 0.004490 0.700724 0.109191 0.026937 0.070339 0.014833 0.031666
AN 0.786001 DS 0.846154 0.959092 0.975953 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.066982 0.004210 0.786001 0.016616 0.014343 0.103951 0.004521 0.003375
AN 0.334781 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.334781 0.006185 0.223461 0.010298 0.226510 0.152170 0.040487 0.006108
AN 0.406377 DS 0.000000 0.575523 0.424477 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.307318 0.003278 0.406377 0.028436 0.072605 0.092818 0.084897 0.004272
AN 0.479916 DS 0.000000 0.997964 0.002036 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.239471 0.002114 0.479916 0.017372 0.048576 0.116816 0.089221 0.006515
AN 0.380802 AN 0.000000 0.706709 0.293291 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.380802 0.098648 0.323741 0.009565 0.016644 0.111020 0.056741 0.002840
AN 0.429003 AN 0.000000 0.999947 0.000053 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.429003 0.006054 0.113765 0.011298 0.055562 0.289380 0.090851 0.004088
AN 0.522881 AN 0.538462 0.945541 0.967018 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.522881 0.005612 0.226360 0.007146 0.008359 0.188644 0.037809 0.003188
AN 0.607746 AN 0.538462 0.859633 0.860611 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.607746 0.007300 0.097841 0.001419 0.023123 0.176302 0.084636 0.001634
AN 0.305377 AN 0.307692 0.999473 0.999998 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.305377 0.002442 0.240047 0.011148 0.137263 0.207014 0.071544 0.025166
AN 0.450157 SA 0.000000 0.997254 0.002746 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.117334 0.002293 0.107658 0.005336 0.185860 0.450157 0.107792 0.023568
AN 0.311138 DS 0.000000 0.999307 0.000693 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.216085 0.002659 0.311138 0.241576 0.030571 0.028473 0.040548 0.128949
AN 0.251933 HP 0.000000 0.999987 0.000013 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.129223 0.006149 0.157244 0.224005 0.121864 0.044943 0.064639 0.251933
AN 0.312606 DS 0.000000 0.998872 0.001128 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.118657 0.001932 0.312606 0.067789 0.043779 0.043052 0.194856 0.217330
