CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.567159 DS 0.428571 0.980989 0.981192 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.102115 0.002571 0.567159 0.274965 0.000523 0.001128 0.049990 0.001549
AN 0.443636 DS 0.000000 0.999367 0.000633 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.184166 0.003937 0.443636 0.319690 0.000022 0.001854 0.045998 0.000696
AN 0.476071 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.125521 0.004976 0.476071 0.347127 0.000257 0.001589 0.044021 0.000437
AN 0.386066 HP 0.285714 0.999998 0.999998 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.386066 0.001617 0.082668 0.378848 0.000095 0.032177 0.114510 0.004019
AN 0.435755 HP 0.000000 0.992225 0.007775 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.348434 0.006890 0.034441 0.435755 0.000262 0.046334 0.111203 0.016680
AN 0.466130 HP 0.285714 0.999783 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.323492 0.003737 0.054792 0.466130 0.000193 0.009323 0.138028 0.004304
AN 0.518698 DS 0.428571 0.997133 0.997134 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.193219 0.044165 0.518698 0.196662 0.002495 0.034417 0.010045 0.000299
AN 0.330000 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.231736 0.018603 0.330000 0.326612 0.005916 0.009059 0.073847 0.004227
AN 0.444614 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.192436 0.022067 0.444614 0.305130 0.004279 0.005606 0.025142 0.000725
AN 0.532673 CE 0.571429 0.999248 0.999249 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.007514 0.532673 0.320921 0.027715 0.006283 0.103987 0.000846 0.000062
AN 0.401324 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.009774 0.308215 0.401324 0.260919 0.001187 0.018233 0.000262 0.000087
AN 0.488558 DS 0.000000 0.963549 0.036451 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.006218 0.249913 0.488558 0.207073 0.006160 0.040398 0.001565 0.000114
