CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.740839 AN 0.000000 0.630666 0.369334 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.740839 0.002194 0.160763 0.017318 0.003145 0.070005 0.004179 0.001557
AN 0.649300 HP 0.000000 0.590685 0.409315 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.292079 0.000940 0.030764 0.649300 0.002686 0.021701 0.001906 0.000623
AN 0.447441 HP 0.000000 0.729819 0.270181 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.342605 0.002879 0.047971 0.447441 0.007380 0.150033 0.001215 0.000476
AN 0.829051 AN 0.000000 0.596272 0.403728 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.829051 0.000905 0.104839 0.029562 0.001885 0.026184 0.005865 0.001708
AN 0.684725 AN 0.000000 0.565843 0.434157 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.684725 0.000082 0.296867 0.007655 0.000214 0.002899 0.006923 0.000635
AN 0.594702 AN 0.000000 0.573901 0.426099 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.594702 0.000485 0.364881 0.016118 0.001979 0.013452 0.006840 0.001543
AN 0.881769 AN 0.000000 0.600818 0.399182 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.881769 0.003378 0.046687 0.017674 0.006164 0.032736 0.007641 0.003951
AN 0.802596 AN 0.000000 0.615483 0.384517 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.802596 0.001429 0.105599 0.035022 0.000940 0.049000 0.003066 0.002347
AN 0.656391 AN 0.000000 0.717901 0.282099 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.656391 0.003706 0.159643 0.031852 0.001900 0.140612 0.004216 0.001681
AN 0.331056 AN 0.000000 0.804564 0.195436 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.331056 0.006937 0.171422 0.256620 0.002509 0.202830 0.022376 0.006250
AN 0.384539 HP 0.000000 0.790806 0.209194 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.271203 0.003097 0.184962 0.384539 0.001840 0.111215 0.030261 0.012883
AN 0.391780 SA 0.000000 0.783894 0.216106 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.173921 0.007691 0.150769 0.247353 0.001996 0.391780 0.022846 0.003643
AN 0.930707 AN 0.000000 0.562437 0.437563 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.930707 0.000950 0.016697 0.010152 0.002298 0.030644 0.007330 0.001222
AN 0.742239 AN 0.000000 0.650530 0.349470 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.742239 0.001987 0.090162 0.015522 0.001891 0.134520 0.012485 0.001193
AN 0.371175 AN 0.000000 0.841213 0.158787 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.371175 0.004791 0.303813 0.022048 0.006330 0.281568 0.009216 0.001059
AN 0.986776 AN 0.500000 0.683947 0.683947 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.986776 0.000002 0.012268 0.000069 0.000005 0.000204 0.000654 0.000023
AN 0.904481 AN 0.000000 0.568437 0.431563 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.904481 0.000088 0.082145 0.002248 0.000203 0.007210 0.003357 0.000269
AN 0.421667 SA 0.000000 0.684719 0.315281 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.061905 0.336806 0.020653 0.045961 0.100662 0.421667 0.011003 0.001343
