CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.518912 DS 0.428571 0.995990 0.996107 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.270046 0.000629 0.518912 0.196332 0.003097 0.002402 0.008005 0.000577
AN 0.422806 AN 0.000000 0.615229 0.384771 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.357651 0.000365 0.422806 0.205948 0.001644 0.004995 0.006055 0.000536
AN 0.488666 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.322345 0.000206 0.488666 0.177433 0.002782 0.002151 0.005733 0.000684
AN 0.390308 DS 0.428571 0.866088 0.998864 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.045443 0.001015 0.390308 0.121806 0.001765 0.335510 0.070689 0.033464
AN 0.334132 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.162928 0.000252 0.257231 0.131806 0.000317 0.334132 0.068762 0.044572
AN 0.335504 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.096760 0.000510 0.265904 0.113945 0.001687 0.335504 0.136196 0.049492
AN 0.580190 DS 0.000000 0.999957 0.000043 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.004426 0.000183 0.580190 0.009162 0.000203 0.232343 0.173062 0.000432
AN 0.494303 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.013001 0.000063 0.494303 0.158756 0.000057 0.172322 0.159244 0.002254
AN 0.470863 DS 0.428571 0.866886 0.948186 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.017766 0.000186 0.470863 0.135401 0.000192 0.242772 0.131682 0.001137
AN 0.328320 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.182889 0.001015 0.230735 0.166044 0.005048 0.328320 0.080735 0.005214
AN 0.212309 AN 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.173260 0.000744 0.156896 0.212309 0.011755 0.067184 0.178287 0.199565
AN 0.213967 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.152401 0.002853 0.084042 0.167464 0.213967 0.173714 0.183088 0.022471
AN 0.759328 DS 0.714286 0.862419 0.881397 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.033390 0.000228 0.759328 0.003204 0.004218 0.004507 0.192053 0.003072
AN 0.851534 DS 0.714286 0.985504 0.985833 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.039139 0.000070 0.851534 0.006046 0.002122 0.000881 0.096145 0.004063
AN 0.907010 DS 0.857143 0.854032 0.854032 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.011555 0.000045 0.907010 0.003995 0.001508 0.000584 0.073888 0.001414
AN 0.468613 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.037295 0.000376 0.468613 0.133187 0.000251 0.335984 0.019456 0.004838
AN 0.417649 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.029666 0.001388 0.417649 0.094920 0.005515 0.354152 0.075247 0.021464
AN 0.609846 SA 0.000000 0.991619 0.008381 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.002610 0.017013 0.185086 0.021378 0.006390 0.609846 0.156034 0.001643
AN 0.602983 SA 0.000000 0.876025 0.123975 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.000676 0.024135 0.199318 0.022569 0.021221 0.602983 0.127961 0.001137
AN 0.607648 SA 0.000000 0.955196 0.044804 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0533.JPG 0.003868 0.030651 0.164217 0.009207 0.038991 0.607648 0.143760 0.001660
AN 0.444557 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0001.JPG 0.144163 0.000740 0.010847 0.000117 0.247350 0.444557 0.130631 0.021595
AN 0.581723 AN 0.000000 0.579285 0.420715 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0002.JPG 0.581723 0.041433 0.253917 0.019917 0.046407 0.047492 0.007440 0.001671
AN 0.426077 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0003.JPG 0.426077 0.031178 0.285010 0.050020 0.020477 0.176808 0.006238 0.004192
AN 0.502037 AN 0.000000 0.849287 0.150713 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0004.JPG 0.502037 0.037211 0.329627 0.033130 0.024643 0.057402 0.011897 0.004052
AN 0.485256 SA 0.000000 0.999944 0.000056 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0005.JPG 0.253168 0.000524 0.157437 0.000265 0.014285 0.485256 0.082826 0.006238
AN 0.499835 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0006.JPG 0.136962 0.000323 0.028577 0.000100 0.094695 0.499835 0.223476 0.016032
AN 0.334620 AN 0.000000 0.999990 0.000010 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0007.JPG 0.334620 0.000936 0.166295 0.000531 0.008755 0.326034 0.160368 0.002463
AN 0.326802 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0008.JPG 0.326802 0.154651 0.283757 0.000256 0.002475 0.187338 0.044485 0.000237
AN 0.510566 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0009.JPG 0.069792 0.168251 0.510566 0.000205 0.013329 0.236261 0.001556 0.000041
AN 0.346367 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0010.JPG 0.287585 0.128285 0.071757 0.000452 0.008342 0.346367 0.156662 0.000550
AN 0.950344 DS 0.857143 0.832107 0.832107 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0989.JPG 0.046764 0.000087 0.950344 0.001964 0.000033 0.000361 0.000240 0.000207
AN 0.972083 DS 0.857143 0.898699 0.898699 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0990.JPG 0.006326 0.003927 0.972083 0.007320 0.000767 0.008673 0.000069 0.000836
AN 0.693861 DS 0.714286 0.996924 0.998435 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0991.JPG 0.143399 0.059573 0.693861 0.006872 0.026145 0.050899 0.016786 0.002465
AN 0.668150 AN 0.000000 0.789146 0.210854 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0992.JPG 0.668150 0.000747 0.181747 0.000057 0.000743 0.129691 0.018789 0.000076
AN 0.655144 AN 0.000000 0.865646 0.134354 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0993.JPG 0.655144 0.000429 0.147101 0.000068 0.001503 0.148278 0.047232 0.000243
AN 0.590609 AN 0.000000 0.823964 0.176036 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0994.JPG 0.590609 0.029885 0.173698 0.001714 0.000817 0.190043 0.012937 0.000297
AN 0.342954 AN 0.000000 0.999994 0.000006 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0995.JPG 0.251757 0.165888 0.342954 0.000665 0.010302 0.188648 0.039571 0.000214
AN 0.318594 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0996.JPG 0.163046 0.158565 0.299846 0.002083 0.052854 0.318594 0.004691 0.000320
AN 0.354297 SA 0.142857 0.999743 0.999743 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0997.JPG 0.226219 0.173661 0.203317 0.001144 0.005075 0.354297 0.035693 0.000592
AN 0.261579 DS 0.000000 0.999985 0.000015 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0998.JPG 0.261579 0.001288 0.222002 0.002558 0.219294 0.160183 0.115752 0.017344
AN 0.452666 NE 0.000000 0.993678 0.006322 /home/sielicki/data/BC2E_1072x712/S1/S1HD1/S1HD1AN/DSC_0999.JPG 0.165511 0.001470 0.024231 0.000143 0.452666 0.347196 0.007414 0.001369
AN 0.306581 NE 0.000000 0.613680 0.386320 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0158.JPG 0.014373 0.021253 0.290335 0.306581 0.260936 0.015442 0.002529 0.088551
AN 0.361662 DS 0.000000 0.807718 0.192282 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0159.JPG 0.051135 0.020918 0.361662 0.274821 0.189456 0.025236 0.005863 0.070908
AN 0.275009 HP 0.000000 0.999530 0.000470 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0160.JPG 0.042169 0.019443 0.223604 0.275009 0.207821 0.013761 0.003543 0.214651
AN 0.365535 NE 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0161.JPG 0.001118 0.014596 0.005647 0.034604 0.365535 0.228277 0.159247 0.190977
AN 0.344939 SA 0.000000 0.987049 0.012951 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0162.JPG 0.010760 0.023335 0.008179 0.020611 0.171718 0.344939 0.121672 0.298786
AN 0.368799 SR 0.285714 0.632253 0.756760 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0163.JPG 0.002253 0.017627 0.026595 0.103525 0.243841 0.055738 0.181622 0.368799
AN 0.378121 NE 0.285714 0.986497 0.986506 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0164.JPG 0.169225 0.031427 0.267314 0.087879 0.378121 0.058054 0.003159 0.004822
AN 0.342510 NE 0.000000 0.999826 0.000174 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0165.JPG 0.039473 0.047756 0.253028 0.059302 0.342510 0.229777 0.004871 0.023282
AN 0.325828 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0166.JPG 0.124415 0.057987 0.257025 0.147561 0.325828 0.074851 0.004227 0.008106
AN 0.687784 NE 0.000000 0.767510 0.232490 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0167.JPG 0.000884 0.001333 0.006070 0.007931 0.687784 0.102841 0.164887 0.028271
AN 0.543110 NE 0.000000 0.998850 0.001150 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0168.JPG 0.022305 0.002748 0.105241 0.004024 0.543110 0.256447 0.056207 0.009918
AN 0.681583 NE 0.571429 1.000000 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0169.JPG 0.002136 0.002049 0.007110 0.011324 0.681583 0.103546 0.146703 0.045548
AN 0.223445 AN 0.000000 0.999328 0.000672 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0170.JPG 0.175196 0.128440 0.223445 0.118262 0.201740 0.132103 0.001627 0.019187
AN 0.334636 DS 0.000000 0.493704 0.506296 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0171.JPG 0.230488 0.080705 0.334636 0.048724 0.083682 0.107839 0.006062 0.107865
AN 0.221415 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0172.JPG 0.184159 0.156609 0.214339 0.110966 0.221415 0.085459 0.003341 0.023712
AN 0.663894 NE 0.571429 0.999913 0.999913 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0173.JPG 0.000194 0.000920 0.001901 0.003172 0.663894 0.031947 0.163766 0.134205
AN 0.659412 NE 0.571429 0.997378 0.997388 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0174.JPG 0.001651 0.002480 0.002721 0.005571 0.659412 0.077940 0.089152 0.161074
AN 0.665611 NE 0.571429 0.999993 1.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0175.JPG 0.000319 0.000397 0.002163 0.002263 0.665611 0.010204 0.165849 0.153195
AN 0.637596 NE 0.571429 0.792104 0.792109 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0176.JPG 0.011593 0.004099 0.135216 0.002293 0.637596 0.171327 0.030969 0.006906
AN 0.501966 NE 0.000000 0.915606 0.084394 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0177.JPG 0.023781 0.010123 0.038294 0.000668 0.501966 0.369109 0.023744 0.032315
AN 0.493016 NE 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1HD2/S1HD2AN/DSC_0178.JPG 0.011098 0.008284 0.220917 0.005319 0.493016 0.239339 0.017912 0.004114
AN 0.612930 SC 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0659_01.JPG 0.008434 0.000083 0.362850 0.001021 0.001610 0.000050 0.612930 0.013022
AN 0.522142 SC 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0660_01.JPG 0.049651 0.000248 0.338110 0.001807 0.000465 0.000137 0.522142 0.087439
AN 0.595805 SC 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0661_01.JPG 0.014527 0.000098 0.333109 0.000999 0.000699 0.000063 0.595805 0.054700
AN 0.414674 SC 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0662_01.JPG 0.212931 0.000103 0.339914 0.000318 0.000185 0.002949 0.414674 0.028926
AN 0.351979 AN 0.285714 0.982034 0.982034 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0663_01.JPG 0.351979 0.000184 0.239041 0.000049 0.000252 0.105807 0.170253 0.132434
AN 0.336060 AN 0.000000 0.999283 0.000717 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0664_01.JPG 0.336060 0.000107 0.303069 0.000021 0.000116 0.018937 0.202020 0.139669
AN 0.344614 AN 0.000000 0.804138 0.195862 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0665_01.JPG 0.292830 0.000041 0.344614 0.000033 0.000569 0.306956 0.053473 0.001484
AN 0.514391 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0666_01.JPG 0.153286 0.000218 0.170200 0.000088 0.001338 0.514391 0.152985 0.007493
AN 0.669529 SA 0.000000 0.959888 0.040112 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0667_01.JPG 0.112091 0.000097 0.208648 0.000022 0.000736 0.669529 0.005259 0.003617
AN 0.674479 DS 0.000000 0.992687 0.007313 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0668_01.JPG 0.260620 0.000159 0.674479 0.005740 0.000446 0.000582 0.003595 0.054379
AN 0.450009 SR 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0669_01.JPG 0.151289 0.000108 0.362037 0.002463 0.002260 0.010060 0.021775 0.450009
AN 0.441683 SR 0.142857 0.683792 0.684027 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0670_01.JPG 0.183881 0.000094 0.307089 0.002514 0.001962 0.014787 0.047991 0.441683
AN 0.728415 DS 0.714286 0.930613 0.948120 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0671_01.JPG 0.091785 0.000956 0.728415 0.000728 0.004029 0.044880 0.121445 0.007761
AN 0.405286 AN 0.000000 0.999528 0.000472 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0672_01.JPG 0.200402 0.000933 0.405286 0.001068 0.002545 0.005266 0.315530 0.068970
AN 0.485674 SC 0.142857 0.500775 0.500807 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0673_01.JPG 0.128264 0.000546 0.230030 0.000266 0.000927 0.021131 0.485674 0.133161
AN 0.457994 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0674_01.JPG 0.298878 0.000144 0.233235 0.000093 0.000597 0.457994 0.004683 0.004376
AN 0.673831 SA 0.142857 0.979932 0.979932 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0675_01.JPG 0.153360 0.000053 0.171678 0.000020 0.000510 0.673831 0.000300 0.000248
AN 0.659264 SA 0.142857 0.960854 0.960854 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0676_01.JPG 0.160426 0.000066 0.177869 0.000035 0.000424 0.659264 0.000621 0.001295
AN 0.398704 AN 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0677_01.JPG 0.398704 0.000134 0.269682 0.000178 0.000285 0.214402 0.060364 0.056252
AN 0.463705 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0678_01.JPG 0.184784 0.002079 0.180284 0.000311 0.001839 0.463705 0.065205 0.101794
AN 0.384954 AN 0.142857 0.999697 0.999697 /home/sielicki/data/BC2E_1072x712/S1/S1MK1/S1MK1AN/DSC_0679_01.JPG 0.384954 0.001280 0.217180 0.000297 0.000755 0.210187 0.056458 0.128889
AN 0.443148 SA 0.000000 0.998516 0.001484 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0001_01.JPG 0.204988 0.001728 0.163609 0.000034 0.097717 0.443148 0.087597 0.001180
AN 0.332200 NE 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0002_01.JPG 0.002063 0.129929 0.169611 0.000154 0.332200 0.307060 0.006252 0.052730
AN 0.554959 NE 0.000000 0.983022 0.016978 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0003_01.JPG 0.013202 0.034345 0.139882 0.000432 0.554959 0.248909 0.003009 0.005262
AN 0.539858 NE 0.000000 0.999476 0.000524 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0004_01.JPG 0.011084 0.018261 0.152258 0.000298 0.539858 0.269595 0.001556 0.007091
AN 0.350343 CE 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0005_01.JPG 0.004342 0.350343 0.130395 0.003186 0.270839 0.231073 0.009200 0.000622
AN 0.440480 NE 0.000000 0.999895 0.000105 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0006_01.JPG 0.006354 0.082431 0.036034 0.000559 0.421461 0.440480 0.011750 0.000931
AN 0.483535 CE 0.000000 0.999591 0.000409 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0007_01.JPG 0.010736 0.177011 0.043004 0.000471 0.280288 0.483535 0.004707 0.000248
AN 0.678688 DS 0.571429 0.999793 0.999999 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0986.JPG 0.137898 0.001047 0.678688 0.004780 0.005562 0.160999 0.006347 0.004680
AN 0.516974 DS 0.000000 0.999984 0.000016 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0987.JPG 0.174436 0.005638 0.516974 0.046826 0.034451 0.144181 0.028641 0.048853
AN 0.471596 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0988.JPG 0.168244 0.004061 0.189917 0.000098 0.161996 0.471596 0.002935 0.001155
AN 0.460522 SA 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0989.JPG 0.002848 0.000108 0.166810 0.000014 0.014077 0.460522 0.266524 0.089097
AN 0.311532 SC 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1MK2/S1MK2AN/DSC_0990.JPG 0.024509 0.000214 0.154414 0.000032 0.053128 0.209417 0.311532 0.246754
