CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.820139 AN 0.777778 0.998709 0.998755 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.820139 0.000695 0.063906 0.022927 0.000517 0.087029 0.004258 0.000528
AN 0.799977 AN 0.777778 0.997964 0.997996 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.799977 0.000343 0.019362 0.123625 0.000428 0.045764 0.010234 0.000267
AN 0.752497 AN 0.666667 0.972390 0.978431 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.752497 0.010634 0.038561 0.089674 0.001219 0.101492 0.005663 0.000259
AN 0.704904 AN 0.000000 0.998746 0.001254 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.704904 0.000381 0.272627 0.013893 0.000340 0.005861 0.001617 0.000375
AN 0.801944 AN 0.777778 0.997477 0.999487 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.801944 0.000163 0.190095 0.003493 0.000111 0.001363 0.002489 0.000342
AN 0.623354 AN 0.000000 0.896347 0.103653 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.623354 0.000331 0.356912 0.007521 0.000357 0.007816 0.003382 0.000326
AN 0.542171 DS 0.000000 0.986631 0.013369 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.430014 0.000525 0.542171 0.015156 0.000800 0.005025 0.005644 0.000665
AN 0.562936 AN 0.000000 0.999906 0.000094 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.562936 0.000762 0.144043 0.253506 0.000272 0.023116 0.014671 0.000694
AN 0.450571 AN 0.111111 0.973641 0.973648 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.450571 0.001036 0.259971 0.213040 0.000408 0.062438 0.011667 0.000868
AN 0.453616 AN 0.000000 0.998875 0.001125 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.453616 0.004378 0.377641 0.045867 0.000509 0.104547 0.010496 0.002946
AN 0.509265 DS 0.000000 0.999876 0.000124 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.287197 0.005452 0.509265 0.057615 0.000776 0.107037 0.024245 0.008415
AN 0.334399 SA 0.000000 0.914567 0.085433 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.222054 0.077029 0.273737 0.062690 0.001479 0.334399 0.017550 0.011062
AN 0.491871 DS 0.000000 0.999999 0.000001 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.153926 0.011694 0.491871 0.043837 0.001378 0.279408 0.014154 0.003731
AN 0.494425 DS 0.000000 0.999998 0.000002 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.100337 0.014942 0.494425 0.031529 0.002173 0.343619 0.012220 0.000754
AN 0.568110 DS 0.000000 1.000000 0.000000 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.068668 0.012775 0.568110 0.054075 0.001402 0.285383 0.006753 0.002834
AN 0.691326 AN 0.777778 0.697454 0.697460 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0529.JPG 0.691326 0.000398 0.292902 0.008395 0.000132 0.004789 0.001959 0.000099
AN 0.469797 AN 0.000000 0.755445 0.244555 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0530.JPG 0.469797 0.000651 0.442430 0.007554 0.000237 0.065654 0.013479 0.000197
AN 0.414023 DS 0.000000 0.999997 0.000003 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0531.JPG 0.062562 0.116526 0.414023 0.029624 0.015434 0.349494 0.011725 0.000612
AN 0.451463 DS 0.000000 0.724140 0.275860 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0532.JPG 0.097027 0.024367 0.451463 0.019578 0.001284 0.398273 0.007785 0.000223
